setup done
51,0,0,633890,1643157,55964,124398,318491,503661,194414,1103336
51,0,0,403557,576120,53394,572405,395216,311549,146676,811030
51,0,0,729190,1279710,105111,643543,205163,705887,137780,1238502
51,0,0,898515,621447,338008,310512,157335,679809,162203,554374
51,0,0,418623,1020002,163281,224013,72780,245232,189679,856050
51,0,0,321614,858709,85410,179656,277969,134011,97494,823432
51,0,0,728633,1606264,92709,144774,124380,229377,63641,641661
51,0,0,266838,1006523,109424,170783,336958,176742,112117,1008681
51,0,0,819624,867958,62071,302997,111210,365877,238398,972087
51,0,0,754202,705192,46786,201879,289086,347287,104480,683823
51,0,0,329670,761259,128038,747748,291446,547563,67433,973041
51,0,0,939660,1556590,160907,452271,93218,142224,220348,824555
51,0,0,786816,474285,90494,1090876,667473,344316,99896,284961
51,0,0,358687,739560,290002,559145,244445,366575,112369,641642
51,0,0,537375,636647,166614,410620,846828,249147,89482,656656
51,0,0,1089354,1447596,29253,528330,63195,184608,57801,1152586
51,0,0,434005,772129,45013,397181,372402,250225,147682,770934
51,0,0,617036,434314,171451,449875,106613,166112,147053,554324
51,0,0,407185,777784,111030,204718,304598,255844,217956,723789
51,0,0,1632003,495470,378110,494752,146123,291743,151189,657242
51,0,0,544572,603132,383280,529873,203288,186218,137250,1955002
51,0,0,959115,1479346,277138,696276,277851,168857,132239,434602
51,0,0,834941,1017056,129725,533565,132307,575654,212306,1310939
51,0,0,302218,855492,373189,539368,72885,345692,113073,1265553
51,0,0,803313,1010900,249414,413654,131032,784579,219430,1118452
51,0,0,556302,931299,260336,443701,417607,414171,102676,1001627
51,0,0,220473,909237,78880,343369,96075,330550,164230,1793793
51,0,0,298556,1190762,92365,715997,202792,201095,51260,987181
51,0,0,523957,1058238,101531,566520,103144,671997,169946,995320
51,0,0,276916,1092198,45723,249268,105797,290762,108993,891592
51,0,0,421288,1397073,32073,112116,271127,680365,54026,630775
51,0,0,549365,825920,153265,493996,47049,310712,160295,1446043
51,0,0,122586,1397399,122611,316602,135399,205890,68588,1078055
51,0,0,654401,1242689,23785,308758,119638,163832,101389,1400223
51,0,0,503287,757414,143286,954850,215241,581469,70907,862403
51,0,0,375489,1421855,155363,211879,234511,723168,162566,1108223
51,0,0,505791,1441083,67072,670809,136884,243912,67949,783168
51,0,0,956146,499984,205888,171224,168738,297990,82862,1028732
51,0,0,928829,1413823,134244,838602,64185,172685,120452,509443
51,0,0,208168,931012,142155,489844,257441,272170,173070,698427
51,0,0,1007564,437356,153086,335739,215155,199833,92158,715060
51,0,0,936264,889232,133397,302082,230333,424626,148550,1149637
51,0,0,67559,280917,55357,42551,51733,77444,22155,221386
51,0,0,1038399,545185,88267,450653,79268,345026,140203,521020
51,0,0,1062062,994093,108228,607547,236413,522625,130094,775324
51,0,0,493622,1925672,168630,462956,72954,310258,117012,773047
51,0,0,78139,148880,51294,143437,54269,93071,25363,302087
51,0,0,777657,857780,184960,691544,258723,249966,60127,654613
51,0,0,661508,1076926,25325,227193,189331,386064,79476,940694
51,0,0,621251,867629,65091,137996,133126,554405,86784,986845
51,0,0,1152368,992423,147851,296960,100740,270411,106391,906576
51,0,0,1007787,1568651,7488,743311,47198,371087,160759,985040
51,0,0,1407410,328343,47670,160615,89663,374681,197197,1270110
51,0,0,1147841,453242,117962,752092,136727,243323,107506,987429
51,0,0,900962,1443267,107465,489023,125214,198072,145483,780948
