setup done
51,0,0,310463,975525,198834,275361,110374,584227,140520,1017143
51,0,0,1003884,660267,423838,807808,123551,387871,123286,1177330
51,0,0,1185893,498942,150718,711206,219338,517728,208490,896864
51,0,0,1581844,1308259,126947,415840,113084,144040,83996,1426728
51,0,0,429759,733272,32867,360003,182607,195445,125932,929429
51,0,0,278203,1736316,489516,630456,121001,310014,132305,1038519
51,0,0,35402,354688,43782,151103,48331,63836,47554,106666
51,0,0,1988824,279579,101531,281905,131297,401016,102671,1132393
51,0,0,1089029,483440,145305,758727,150178,353271,183059,1159789
51,0,0,133148,1268588,73241,366105,308076,137462,238747,867273
51,0,0,1096614,467640,119960,574823,137689,244657,170919,820985
51,0,0,195555,1032137,91602,163428,392499,272287,188600,1021943
51,0,0,823096,622347,243036,424251,259201,686207,198198,843923
51,0,0,1254943,681523,136209,358847,124819,328031,76210,476835
51,0,0,309020,728628,88033,241778,198252,195463,156016,546352
51,0,0,68158,187708,44133,56216,66938,64479,53688,170557
51,0,0,118020,1054609,219772,364354,322354,340044,145666,937086
51,0,0,191579,266561,20322,97830,20632,115501,30098,315415
51,0,0,646376,935434,106972,429291,50908,224049,99678,1151701
51,0,0,142483,836236,29847,96246,8588,50342,36347,201492
51,0,0,753379,421590,68678,1412260,72291,246396,258424,284868
51,0,0,769135,315848,290907,382251,179578,581098,172741,475986
51,0,0,56508,236832,28391,66668,35358,33434,12769,338259
51,0,0,152256,122263,35198,48743,7782,32262,13697,190089
51,0,0,464923,1143192,234073,290399,107187,111891,170086,1037287
51,0,0,1802590,2128782,54680,214859,109228,577125,98770,823015
51,0,0,220371,627614,84433,200751,247095,591329,129968,598160
51,0,0,354661,1887846,133875,322690,77231,60252,58057,1405728
51,0,0,735504,1443092,244424,563091,65621,443005,97375,828365
51,0,0,308176,988141,20011,403343,84003,159172,158747,774156
51,0,0,429573,1209935,74599,768951,250204,148878,135012,599939
51,0,0,953979,598906,213025,270857,165106,122168,165038,1066677
51,0,0,1430687,524971,151435,352969,67427,178276,91726,800480
